13,20,,,,,,,,,,,,,,,,,,
61,56,56,56,56,56,56,56,56,56,62,0,0,0,0,0,0,0,15,13
71,66,66,66,66,66,66,66,66,66,72,0,0,0,0,0,0,0,15,13
75,73,64,64,64,64,64,64,64,65,73,0,0,0,0,0,0,0,15,13
75,73,74,74,74,74,74,74,74,75,73,0,0,0,0,0,0,0,15,13
75,73,0,0,0,0,0,0,0,75,73,0,0,0,0,0,0,0,15,13
75,73,0,0,0,0,0,0,0,75,73,0,0,0,0,0,0,0,15,13
75,73,0,0,0,0,0,0,0,81,82,0,0,0,0,0,0,0,15,13
75,73,0,0,0,0,0,0,0,91,92,0,0,0,0,0,0,0,15,13
75,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13
75,23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25,13
75,33,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,35,13
21,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,22
31,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,32
