13,20,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0
0,63,64,64,64,64,64,64,64,85,83,64,64,64,64,64,64,64,65,0
0,13,74,74,74,74,74,74,74,95,93,74,74,74,74,74,74,74,75,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,62
0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,72
0,83,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,13
0,93,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,15,13
